1	Sie	sie	P	PPER	_|_|_	0	root	194	194
4	do	do	F	FM	_	3	app	_	_
5	,	,	$	$,	_	0	root	_	_
6	a	a	F	FM	_	0	root	_	_
7	da	da	K	KOUS	_	0	root	_	_
8	Lungl	Lungl	N	NE	_	0	root	93	93
9	!	!	$	$.	_	0	root	_	_

1	Da	da	A	ADV	_	2	adv	_	_
2	laßt	laßt	V	VVFIN	_	0	root	_	_
3	si	si	F	FM	_	2	obja	_	_
4	nimma	nimma	F	FM	_	3	app	_	_
5	viel	viel	F	FM	_	4	app	_	_
6	richt	richt	F	FM	_	5	app	_	_
7	'	'	$	$(	_	0	root	_	_
8	n	n	N	NN	_	6	app	_	_
9	,	,	$	$,	_	0	root	_	_
10	bal	bal	F	FM	Neut|Dat|Pl	0	root	_	_
11	oans	oans	F	FM	Neut|Dat|Pl	10	app	_	_
12	da	da	F	FM	Neut|Dat|Pl	11	app	_	_
13	it	it	F	FM	Neut|Dat|Pl	12	app	_	_
14	den	die	A	ART	Def|Neut|Dat|Pl	17	det	_	_
15	recht	recht	A	ADJD	Pos|	17	adv	_	_
16	'	'	$	$(	_	0	root	_	_
17	n	n	N	NN	Neut|Dat|Pl	13	app	_	_
18	G	G	N	NN	Neut|Dat|_	17	app	_	_
19	'	'	$	$(	_	0	root	_	_
20	sund	sund	F	FM	_	0	root	_	_
21	hot	hot	F	FM	_	20	app	_	_
22	.	.	$	$.	_	0	root	_	_

1	Wia	Wia	N	NE	_	0	root	18	18
2	alt	alt	A	ADJD	Pos|	0	root	_	_
3	is	is	F	FM	_	0	root	_	_
4	sie	sie	F	FM	_	3	app	_	_
5	g	g	F	FM	_	4	app	_	_
6	'	'	$	$(	_	0	root	_	_
7	wen	wer	P	PWS	_|Acc|Sg	0	root	_	_
8	?	?	$	$.	_	0	root	_	_
9	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Fufzgi	Fufzgi	F	FM	_|Dat|_	15	objd	_	_
3	waar	waar	F	FM	_|Dat|_	2	app	_	_
4	s	s	F	FM	_|Dat|_	3	app	_	_
5	'	'	$	$(	_	0	root	_	_
6	auf	auf	P	APPR	_	4	pp	_	_
7	Liachtmeß	Liachtmeß	N	NN	_|_|_	6	pn	237	237
8	'	'	$	$(	_	0	root	237	237
9	wor	wor	F	FM	_|_|_	7	app	237	237
10	'	'	$	$(	_	0	root	237	237
11	n.	n.	F	FM	_|_|_	9	app	237	237
12	«	«	F	FM	_|_|_	11	app		

1	»	»	$	$(	_	0	root	_	_
2	Dös	Dös	N	NE	_	0	root	28	28
3	waar	waar	F	FM	_	2	app	28	28
4	freili	freili	F	FM	_	3	app	28	28
5	no	no	F	FM	_	4	app	28	28
6	koan	koan	F	FM	_	5	app	28	28
7	Alter	Alter	F	FM	_	6	app	28	28
8	!	!	$	$.	_	0	root	_	_

1	Da	Da	K	KOUS	_	0	root	_	_
2	brauchat	brauchat	N	NE	_	0	root	_	_
3	sie	sie	P	PPER	3|_|_|_	0	root	237	237
4	'	'	$	$(	_	0	root	_	_
5	s	s	F	FM	_	0	root	_	_
6	no	no	F	FM	_	5	app	_	_
7	gor	gor	F	FM	_	6	app	_	_
8	it	it	F	FM	_	7	app	_	_
9	!	!	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_

1	Die	die	A	ART	Def|Fem|Nom|Sg	2	det	228	228
2	Limmerin	Limmerin	N	NN	Fem|Nom|Sg	3	subj	228	228
3	schüttelte	schütteln	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	bedauernd	bedauern	A	ADJD	_|<PPRES	3	adv	_	_
5	den	die	A	ART	Def|Masc|Acc|Sg	6	det	225	225
6	Kopf	Kopf	N	NN	Masc|Acc|Sg	3	obja	225	225
7	,	,	$	$,	_	0	root	_	_
8	und	und	K	KON	_	3	kon	_	_
9	dann	dann	A	ADV	_	10	adv	_	_
10	deutete	deuten	V	VVFIN	3|Sg|Past|_	8	cj	_	_
11	sie	sie	P	PPER	3|Sg|Fem|Nom	10	subj	3	3
12	mit	mit	P	APPR	Dat	10	pp	_	_
13	dem	die	A	ART	Def|Masc|Dat|Sg	14	det	287	287
14	Daumen	Daumen	N	NN	Masc|Dat|Sg	12	pn	287	287
15	auf	auf	P	APPR	Acc	10	objp	_	_
16	das	die	A	ART	Def|Neut|Acc|Sg	18	det	238	238
17	verhüllte	verhüllt	A	ADJA	Pos|Neut|Acc|Sg|Wk|	18	attr	238	238
18	Weibsmensch	Weibsmensch	N	NN	Neut|Acc|Sg	15	pn	238	238
19	,	,	$	$,	_	0	root	238	238
20	das	die	P	PRELS	Neut|Nom|Sg	25	subj	238	238
21	mit	mit	P	APPR	Dat	25	pp	_	_
22	untergeschlagenen	untergeschlagen	A	ADJA	Pos|_|Dat|_|_|	23	attr	_	_
23	Armen	Arm	N	NN	_|Dat|_	21	pn	_	_
24	nebendraußen	nebendraußen	N	NE	_|Dat|_	23	app	_	_
25	hockte	hocken	V	VVFIN	3|Sg|Past|_	18	rel	_	_
26	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Ihrer	ihre	A	PPOSAT	_|_|_	3	det	3	3
3	Mo	Mo	N	NN	Fem|Dat|Sg	4	objd	_	_
4	hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
5	aa	aa	N	NE	_|Nom|Sg	4	subj	285	285
6	so	so	A	ADV	_	4	adv	_	_
7	fruah	fruah	F	FM	_	4	obja	_	_
8	wegmüass	wegmüass	F	FM	_	7	app	_	_
9	'	'	$	$(	_	0	root	_	_
10	n	n	N	NN	_	8	app	_	_
11	;	;	$	$.	_	0	root	_	_
12	is	is	F	FM	_	0	root	_	_
13	no	no	F	FM	_	12	app	_	_
14	koane	koane	F	FM	_	13	app	_	_
15	vierz	vierz	F	FM	_	14	app	_	_
16	'	'	$	$(	_	0	root	_	_
17	gi	gi	A	ADJA	_	18	attr	_	_
18	g	g	N	NN	_	15	app	_	_
19	'	'	$	$(	_	0	root	_	_
20	wen	wer	P	PWS	_|Acc|Sg	0	root	_	_
21	.	.	$	$.	_	0	root	_	_
22	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	So	so	A	ADV	_	0	root	_	_
3	?	?	$	$.	_	0	root	_	_
4	«	«	$	$(	_	0	root	_	_
5	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
6	der	die	A	ART	Def|Masc|Nom|Sg	7	det	13	13
7	Schormayer	Schormayer	N	NN	Masc|Nom|Sg	5	subj	13	13
8	und	und	K	KON	_	5	kon	_	_
9	drehte	drehen	V	VVFIN	_|Sg|Past|_	8	cj	_	_
10	den	die	A	ART	Def|Masc|Acc|Sg	11	det	225	225
11	Kopf	Kopf	N	NN	Masc|Acc|Sg	9	obja	225	225
12	nach	nach	P	APPR	Dat	9	pp	_	_
13	der	die	A	ART	Def|Fem|Dat|Sg	14	det	239	239
14	Kaltnerin	Kaltnerin	N	NN	Fem|Dat|Sg	12	pn	239	239
15	zu	zu	P	PTKVZ	_	9	avz	_	_
16	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Is	Is	N	NE	_	0	root	33	33
3	sie	sie	P	PPER	Fem|_|Sg	0	root	_	_
4	Wittiberin	Wittiberin	N	NN	Fem|_|Sg	3	app	_	_
5	?	?	$	$.	_	0	root	_	_
6	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Scho	Scho	N	NE	_	0	root	855	855
3	bald	bald	A	ADV	_	2	adv	855	855
4	seit	seit	P	APPR	Dat	2	pp	855	855
5	a	a	N	NN	_|Dat|_	4	pn	855	855
6	'	'	$	$(	_	0	root	855	855
7	r	r	F	FM	_|Dat|_	5	app	855	855
8	an	an	P	APPR	_	7	pp	855	855
9	Johr	Johr	N	NE	_|_|_	8	pn	795	795
10	.	.	$	$.	_	0	root	_	_
11	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Was	was	P	PWS	Neut|_|Sg	0	root	_	_
3	hot	hot	F	FM	_|Nom|Sg	8	subj	_	_
4	nacha	nacha	F	FM	_|Nom|Sg	3	app	_	_
5	eahm	eahm	F	FM	_|Nom|Sg	4	app	_	_
6	g	g	F	FM	_|Nom|Sg	5	app	_	_
7	'	'	$	$(	_	0	root	_	_
8	feit	feien	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
9	?	?	$	$.	_	0	root	_	_
10	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Z	Z	N	NN	Neut|_|_	0	root	_	_
3	'	'	$	$(	_	0	root	_	_
4	tot	tot	A	ADJD	_	5	adv	_	_
5	g	g	N	NN	Neut|_|_	2	app	_	_
6	'	'	$	$(	_	0	root	_	_
7	suffa	suffa	F	FM	Neut|_|_	5	app	_	_
8	hot	hot	F	FM	Neut|_|_	7	app	_	_
9	er	er	P	PPER	3|Sg|Masc|Nom	0	root	240	240
10	si	si	N	NE	Masc|Nom|Sg	9	app	240	240
11	,	,	$	$,	_	0	root	_	_
12	«	«	$	$(	_	0	root	_	_
13	gab	geben	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
14	jetzt	jetzt	A	ADV	_	13	adv	_	_
15	die	die	A	ART	Def|Fem|Nom|Sg	16	det	239	239
16	Kaltnerin	Kaltnerin	N	NN	Fem|Nom|Sg	13	subj	239	239
17	zur	zu	P	APPRART	Dat	13	objp	_	_
18	Antwort	Antwort	N	NN	Fem|Dat|Sg	17	pn	793	793
19	,	,	$	$,	_	0	root	_	_
20	und	und	K	KON	_	13	kon	_	_
21	ihre	ihre	A	PPOSAT	Fem|Nom|Sg	22	det	239	239
22	Stimme	Stimme	N	NN	Fem|Nom|Sg	23	subj	_	_
23	klang	klingen	V	VVFIN	3|Sg|Past|Ind	20	cj	_	_
24	trotz	trotz	P	APPR	Dat	23	pp	_	_
25	der	die	A	ART	Def|Fem|Dat|Sg	26	det	_	_
26	Geschwulst	Geschwulst	N	NN	Fem|Dat|Sg	24	pn	_	_
27	und	und	K	KON	_	26	kon	_	_
28	dem	die	A	ART	Def|_|Dat|Sg	29	det	_	_
29	Zahnbunde	Zahnbund	N	NN	_|Dat|Sg	27	cj	_	_
30	noch	noch	A	ADV	_	23	adv	_	_
31	scharf	scharf	A	ADJD	Pos|	23	pred	_	_
32	genug	genug	A	ADV	_	31	adv	_	_
33	.	.	$	$.	_	0	root	_	_
34	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Dös	Dös	N	NE	_	0	root	28	28
3	is	is	F	FM	_	2	app	28	28
4	eahm	eahm	F	FM	_	3	app	28	28
5	jetzt	jetzt	F	FM	_	4	app	28	28
6	aa	aa	F	FM	_	5	app	28	28
7	vazie	vazie	F	FM	_	6	app	28	28
8	'	'	$	$(	_	0	root	28	28
9	cha	cha	N	NE	_	7	app	28	28
10	,	,	$	$,	_	0	root	_	_
11	«	«	$	$(	_	0	root	_	_
12	meinte	meinen	V	VVFIN	3|Sg|Past|_	0	root	_	_
13	die	die	A	ART	Def|Fem|Nom|Sg	14	det	228	228
14	Limmerin	Limmerin	N	NN	Fem|Nom|Sg	12	subj	228	228
15	gutmütig	gutmütig	A	ADJD	Pos|	12	adv	_	_
16	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Ja	ja	P	PTKANT	_	0	root	_	_
3	-	-	$	$(	_	0	root	_	_
4	vazie	vazie	F	FM	_	0	root	_	_
5	'	'	$	$(	_	0	root	_	_
6	cha	cha	F	FM	_	4	app	_	_
7	!	!	$	$.	_	0	root	_	_
8	«	«	$	$(	_	0	root	_	_
9	machte	machen	V	VVFIN	3|Sg|Past|_	0	root	_	_
10	die	die	A	ART	Def|Fem|Nom|Sg	11	det	242	242
11	Witwe	Witwe	N	NN	Fem|Nom|Sg	9	subj	242	242
12	und	und	K	KON	_	9	kon	_	_
13	schnupfte	schnupfen	V	VVFIN	_|Sg|Past|_	12	cj	_	_
14	unwillig	unwillig	A	ADJD	Pos|	13	adv	_	_
15	auf	auf	P	PTKVZ	_	13	avz	_	_
16	.	.	$	$.	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Über	Über	N	NN	Masc|Nom|Sg	7	subj	_	_
3	an	an	P	APPR	_	2	pp	_	_
4	Tot	Tot	N	NN	_|_|_	3	pn	_	_
5	'	'	$	$(	_	0	root	_	_
6	n	n	N	NN	_|_|_	4	app	_	_
7	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
8	ma	ma	F	FM	_	7	obja	_	_
9	guat	guat	F	FM	_	8	app	_	_
10	red	red	F	FM	_	9	app	_	_
11	'	'	$	$(	_	0	root	_	_
12	n	n	N	NN	_	10	app	_	_
13	«	«	$	$(	_	0	root	_	_
14	,	,	$	$,	_	0	root	_	_
15	mischte	mischen	V	VVFIN	_|Sg|Past|_	7	kon	_	_
16	sich	sie	P	PRF	3|_|_	15	obja	_	_
17	der	die	A	ART	Def|_|_|_	18	det	191	191
18	Tretter	Tretter	N	NN	_|_|_	0	root	191	191
19	ein	ein	P	PTKVZ	_	0	root	_	_
20	;	;	$	$.	_	0	root	_	_
21	aba	aba	A	ADJA	_	0	root	_	_
22	was	was	P	PWS	Neut|_|Sg	0	root	_	_
23	wahr	wahr	A	ADJD	Pos|	0	root	_	_
24	is	is	F	FM	_	0	root	_	_
25	,	,	$	$,	_	0	root	_	_
26	derf	derf	F	FM	_	24	app	_	_
27	ma	ma	F	FM	_	26	app	_	_
28	sag	sag	F	FM	_	27	app	_	_
29	'	'	$	$(	_	0	root	_	_
30	n.	n.	F	FM	_	28	app	_	_

1	Bal	Bal	F	FM	_	0	root	_	_
2	sie	sie	F	FM	_	1	app	_	_
3	it	it	F	FM	_	2	app	_	_
4	g	g	F	FM	_	3	app	_	_
5	'	'	$	$(	_	0	root	_	_
6	wen	wen	F	FM	_	4	app	_	_
7	waar	waar	F	FM	_	6	app	_	_
8	,	,	$	$,	_	0	root	_	_
9	hätt	hätt	V	VVFIN	_	0	root	_	_
10	'	'	$	$(	_	0	root	_	_
11	da	da	K	KOUS	_	19	konj	_	_
12	Kaltner	Kaltner	N	NN	_	19	obja	_	_
13	an	an	P	APPR	_	19	pp	_	_
14	Hof	Hof	N	NE	Neut|_|Sg	13	pn	251	251
15	it	it	F	FM	Neut|_|Sg	14	app	251	251
16	lang	lang	F	FM	Neut|_|Sg	15	app	251	251
17	g	g	F	FM	Neut|_|Sg	16	app	251	251
18	'	'	$	$(	_	0	root	_	_
19	habt	haben	V	VAFIN	2|Pl|Pres|Ind	9	neb	_	_
20	;	;	$	$.	_	0	root	_	_
21	der	die	A	ART	Def|_|_|_	22	det	_	_
22	hot	hot	F	FM	_|Nom|Pl	33	subj	_	_
23	naß	naß	F	FM	_|Nom|Pl	22	app	_	_
24	g	g	F	FM	_|Nom|Pl	23	app	_	_
25	'	'	$	$(	_	0	root	_	_
26	fuattert	fuattert	F	FM	_|Nom|Pl	24	app	_	_
27	,	,	$	$,	_	0	root	_	_
28	so	so	A	ADV	_	32	adv	_	_
29	lang	lang	A	ADJD	Pos|	30	adv	_	_
30	i	i	C	CARD	_	32	attr	_	_
31	'	'	$	$(	_	0	root	_	_
32	n	n	N	NN	_|Nom|Pl	26	kon	_	_
33	kennt	kennen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
34	hab	hab	N	NE	_	33	obja	66	66
35	,	,	$	$,	_	0	root	_	_
36	und	und	K	KON	_	33	kon	_	_
37	de	de	N	NE	_|Nom|Sg	38	subj	241	241
38	letzt	letzen	V	VVFIN	3|Sg|Pres|Ind	36	cj	_	_
39	Zeit	Zeit	N	NN	Fem|_|Sg	40	obja	659	659
40	is	is	V	VVFIN	3|Sg|_|_	38	s	_	_
41	er	er	P	PPER	3|Sg|Masc|Nom	40	subj	241	241
42	aus	aus	P	APPR	Dat	40	pp	_	_
43	'	'	$	$(	_	0	root	_	_
44	n	n	F	FM	_|Dat|_	42	pn	_	_
45	Rausch	Rausch	F	FM	_|Dat|_	44	app	_	_
46	nimma	nimma	F	FM	_|Dat|_	45	app	_	_
47	'	'	$	$(	_	0	root	_	_
48	r	r	F	FM	_|Dat|_	46	app	_	_
49	außi	außi	F	FM	_|Dat|_	48	app	_	_
50	kemma	kemma	F	FM	_|Dat|_	49	app	_	_
51	,	,	$	$,	_	0	root	_	_
52	aba	aba	V	VVFIN	3|_|_|_	0	root	_	_
53	sie	sie	P	PPER	3|_|_|Nom	52	subj	242	242
54	hat	haben	V	VAFIN	3|Sg|Pres|Ind	52	s	_	_
55	'	'	$	$(	_	0	root	_	_
56	s	s	F	FM	_|Nom|Sg	54	subj	_	_
57	Sach	Sach	F	FM	_|Nom|Sg	56	app	_	_
58	z	z	F	FM	_|Nom|Sg	57	app	_	_
59	'	'	$	$(	_	0	root	_	_
60	sammg	sammg	F	FM	_|Nom|Sg	58	app	_	_
61	'	'	$	$(	_	0	root	_	_
62	halt	halt	A	ADV	_	54	adv	_	_
63	'	'	$	$(	_	0	root	_	_
64	n	n	N	NN	_	54	obja	107	107
65	,	,	$	$,	_	0	root	_	_
66	und	und	K	KON	_	0	root	_	_
67	g	g	N	NN	_	66	cj	_	_
68	'	'	$	$(	_	0	root	_	_
69	rad	rad	N	NE	_	67	app	_	_
70	lobenswert	lobenswert	A	ADJD	Pos|	0	root	_	_
71	.	.	$	$.	_	0	root	_	_

1	Dös	Dös	N	NE	_	0	root	139	139
2	muaß	muaß	N	NE	_	1	app	139	139
3	wahr	wahr	A	ADJD	Pos|	4	pred	_	_
4	sei	sein	V	VAFIN	_|Sg|Pres|Subj	0	root	_	_
5	.	.	$	$.	_	0	root	_	_
6	«	«	$	$(	_	0	root	_	_

1	»	»	$	$(	_	0	root	_	_
2	Hat	haben	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
3	'	'	$	$(	_	0	root	_	_
4	s	s	P	PPER	_|Sg|_|Nom	2	subj	2	2
5	scho	scho	P	PROAV	_	2	pp	_	_
6	braucht	brauchen	V	VVFIN	_|_|Pres|Ind	0	root	_	_
7	!	!	$	$.	_	0	root	_	_
8	«	«	$	$(	_	0	root	_	_
9	sagte	sagen	V	VVFIN	3|Sg|Past|_	0	root	_	_
10	die	die	A	ART	Def|Fem|Nom|Sg	11	det	242	242
11	Witwe	Witwe	N	NN	Fem|Nom|Sg	9	subj	242	242
12	bitter	bitter	A	ADJD	Pos|	9	adv	_	_
13	und	und	K	KON	_	12	kon	_	_
14	feindselig	feindselig	A	ADJD	Pos|	13	cj	_	_
15	und	und	K	KON	_	9	kon	_	_
16	zog	ziehen	V	VVFIN	_|Sg|Past|Ind	15	cj	_	_
17	das	die	A	ART	Def|Neut|_|Sg	18	det	243	243
18	Gesicht	Gesicht	N	NN	Neut|_|Sg	16	obja	243	243
19	hinter	hinter	P	APPR	Acc	16	pp	_	_
20	den	die	A	ART	Def|Masc|Acc|Sg	21	det	_	_
21	Bund	Bund	N	NN	Masc|Acc|Sg	19	pn	_	_
22	zurück	zurück	P	PTKVZ	_	16	avz	_	_
23	,	,	$	$,	_	0	root	_	_
24	daß	daß	K	KOUS	_	30	konj	_	_
25	man	man	P	PIS	_|Nom|Sg	30	subj	_	_
26	nur	nur	A	ADV	_	30	adv	_	_
27	mehr	mehr	A	ADV	_	30	adv	_	_
28	die	die	A	ART	Def|_|_|_	29	det	_	_
29	Nasenspitze	Nasenspitz	N	NN	_|_|_	30	obja	_	_
30	sah	sehen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
31	.	.	$	$.	_	0	root	_	_

1	Sie	sie	P	PPER	3|Sg|Fem|Nom	2	subj	242	242
2	nahm	nehmen	V	VVFIN	3|Sg|Past|Ind	0	root	_	_
3	auch	auch	A	ADV	_	2	adv	_	_
4	keinen	keine	A	PIAT	Masc|Acc|Sg	5	det	_	_
5	Anteil	Anteil	N	NN	Masc|Acc|Sg	2	obja	_	_
6	mehr	mehr	A	ADV	_	5	adv	_	_
7	am	an	P	APPRART	Dat	5	pp	_	_
8	Gespräch	Gespräch	N	NN	Neut|Dat|Sg	7	pn	244	244
9	,	,	$	$,	_	0	root	244	244
10	das	die	P	PRELS	Neut|Nom|Sg	18	subj	244	244
11	über	über	P	APPR	_	18	pp	_	_
12	Viehstand	Viehstand	N	NN	Masc|_|Sg	11	pn	_	_
13	und	und	K	KON	_	12	kon	_	_
14	Haushaltung	Haushaltung	N	NN	Fem|_|Sg	13	cj	_	_
15	einen	eine	A	ART	Indef|Masc|Acc|Sg	17	det	351	351
16	bedächtigen	bedächtigen	A	ADJA	_|Masc|Acc|Sg|_	17	attr	351	351
17	Gang	Gang	N	NN	Masc|Acc|Sg	18	obja	351	351
18	nahm	nehmen	V	VVFIN	3|Sg|Past|Ind	8	rel	_	_
19	.	.	$	$.	_	0	root	_	_

1	Bis	bis	P	APPR	Acc	0	root	_	_
2	daß	daß	K	KOUS	_	10	konj	_	_
3	der	die	A	ART	Def|Masc|Nom|Sg	4	det	13	13
4	Schormayer	Schormayer	N	NN	Masc|Nom|Sg	10	subj	13	13
5	einmal	einmal	A	ADV	_	9	adv	_	_
6	auf	auf	P	APPR	Acc	9	objp	_	_
7	die	die	A	ART	Def|Fem|Acc|Sg	8	det	245	245
8	Seite	Seite	N	NN	Fem|Acc|Sg	6	pn	245	245
9	gehen	gehen	V	VVINF	_	10	aux	_	_
10	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	_
11	und	und	K	KON	_	10	kon	_	_
12	die	die	A	ART	Def|Fem|Nom|Sg	13	det	90	90
13	Stube	Stube	N	NN	Fem|Nom|Sg	14	subj	90	90
14	verließ	verlassen	V	VVFIN	3|Sg|Past|Ind	11	cj	_	_
15	.	.	$	$.	_	0	root	_	_

1	Wie	Wie	P	PWAV	_	3	adv	_	_
2	er	er	P	PPER	3|Sg|Masc|Nom	3	subj	2	2
3	zurückkam	zurückkommen	V	VVFIN	3|Sg|Past|Ind	5	objc	_	_
4	,	,	$	$,	_	0	root	_	_
5	merkte	merken	V	VVFIN	3|Sg|Past|_	0	root	_	_
6	er	er	P	PPER	3|Sg|Masc|Nom	5	subj	2	2
7	wohl	wohl	A	ADV	_	5	adv	_	_
8	,	,	$	$,	_	0	root	_	_
9	daß	daß	K	KOUS	_	19	konj	_	_
10	sie	sie	P	PPER	3|Pl|_|Nom	19	subj	_	_
11	einen	eine	A	ART	Indef|Masc|Acc|Sg	12	det	_	_
12	geschwinden	geschwind	A	ADJA	Masc|Acc|Sg	18	obja	_	_
13	und	und	K	KON	_	12	kon	_	_
14	eifrigen	eifrig	A	ADJA	Pos|Masc|_|Sg|_|	15	attr	366	366
15	Diskurs	Diskurs	N	NN	Masc|_|Sg	13	cj	366	366
16	über	über	P	APPR	Acc	15	pp	366	366
17	ihn	er	P	PPER	3|Sg|Masc|Acc	16	pn	2	2
18	gehabt	haben	V	VAPP	_	19	aux	_	_
19	hatten	haben	V	VAFIN	3|Pl|Past|Ind	5	neb	_	_
20	.	.	$	$.	_	0	root	_	_

1	Der	die	A	ART	Def|Fem|Dat|Sg	2	det	191	191
2	Tretter	Tretter	N	NN	Fem|Dat|Sg	3	objd	191	191
3	steckte	stecken	V	VVFIN	3|Sg|Past|_	0	root	_	_
4	noch	noch	A	ADV	_	3	adv	_	_
5	ein	eine	A	ART	Indef|Masc|Nom|Sg	7	det	246	246
6	angefangener	angefangen	A	ADJA	Pos|Masc|Nom|Sg|St|	7	attr	246	246
7	Satz	Satz	N	NN	Masc|Nom|Sg	3	subj	246	246
8	im	in	P	APPRART	Dat	3	objp	246	246
9	Maul	Maul	N	NN	Neut|Dat|Sg	8	pn	283	283
10	,	,	$	$,	_	0	root	_	_
11	den	die	P	PRELS	Masc|Acc|Sg	19	obja	246	246
12	er	er	P	PPER	3|Sg|Masc|Nom	19	subj	2	2
13	mit	mit	P	APPR	Dat	19	pp	_	_
14	einem	eine	A	ART	Indef|_|Dat|Sg	15	det	_	_
15	Husten	Husten	N	NN	_|Dat|Sg	13	pn	_	_
16	in	in	P	APPR	Dat	19	pp	_	_
17	der	die	A	ART	Def|Fem|Dat|Sg	18	det	247	247
18	Mitte	Mitte	N	NN	Fem|Dat|Sg	16	pn	247	247
19	abbrach	abbrechen	V	VVFIN	3|Sg|Past|Ind	7	rel	_	_
20	und	und	K	KON	_	19	kon	_	_
21	mit	mit	P	APPR	Dat	25	pp	_	_
22	einem	eine	A	ART	Indef|Masc|Dat|Sg	23	det	_	_
23	Schluck	Schluck	N	NN	Masc|Dat|Sg	21	pn	_	_
